transaction_id,amount,hour,state,device,sender_id,receiver_id,fraud_flag
txn_011376,1091.0119477410747,17,Bihar,Android,user_0475,user_0369,0
txn_046783,898.418359039194,14,Gujarat,Android,user_0107,user_0106,0
txn_017620,26.77409073682428,8,Gujarat,iOS,user_0235,user_0118,0
txn_047573,22769.45431275595,0,Bihar,Web,user_0046,user_0467,1
txn_032909,881.6131912462598,17,Gujarat,iOS,user_0463,user_0248,0
txn_038898,704.181659025907,10,Gujarat,iOS,user_0243,user_0219,0
txn_003485,718.839594986146,9,Bihar,iOS,user_0398,user_0427,0
txn_022708,174.54336059981028,13,Punjab,Android,user_0017,user_0289,0
txn_010840,1542.6549828258962,9,Punjab,Android,user_0062,user_0110,0
txn_039142,770.5077752226763,17,Delhi,Android,user_0358,user_0376,0
txn_000403,1401.066046018664,14,Delhi,Android,user_0034,user_0160,0
txn_029630,1813.3366731682702,20,Gujarat,iOS,user_0139,user_0002,0
txn_031720,283.2069430764795,17,Bihar,Android,user_0091,user_0364,0
txn_046356,123.4365474616754,14,Delhi,Android,user_0022,user_0206,0
txn_022563,998.0767312908526,10,Gujarat,iOS,user_0091,user_0157,0
txn_011404,1463.9016315791268,14,Punjab,Android,user_0248,user_0250,0
txn_006813,1269.923521999596,14,Maharashtra,iOS,user_0343,user_0073,0
txn_039819,76.39923814919233,14,West Bengal,Android,user_0037,user_0467,0
txn_044379,219.45927451210002,16,Karnataka,Android,user_0134,user_0067,0
txn_001347,370.94852043783766,13,West Bengal,iOS,user_0259,user_0331,0
txn_041996,1175.0639033410496,19,Delhi,iOS,user_0484,user_0477,0
txn_002619,300.7420362350718,9,Bihar,Android,user_0490,user_0312,0
txn_000158,217.06653786864462,14,West Bengal,iOS,user_0466,user_0194,0
txn_045073,272.5643960108319,19,West Bengal,iOS,user_0085,user_0062,0
txn_009448,312.2965615998007,21,Gujarat,Android,user_0158,user_0092,0
txn_008403,618.4178457745891,16,Bihar,Android,user_0263,user_0476,0
txn_012399,209.5303437543948,17,Tamil Nadu,iOS,user_0187,user_0029,0
txn_029940,1443.9240499590785,16,Gujarat,iOS,user_0155,user_0459,0
txn_013842,261.759797906687,8,Rajasthan,Android,user_0053,user_0214,0
txn_012648,945.7560106072403,11,Tamil Nadu,Android,user_0161,user_0388,0
txn_016196,990.6054520105885,20,Tamil Nadu,Android,user_0290,user_0126,0
txn_040897,2783.2647139868536,8,Delhi,Android,user_0363,user_0248,0
txn_049565,21326.886735630138,22,Bihar,Web,user_0037,user_0494,1
txn_034627,639.4497676950618,20,Maharashtra,Android,user_0077,user_0387,0
txn_018053,986.735574458784,13,West Bengal,Android,user_0288,user_0093,0
txn_044253,536.4318576145492,15,Tamil Nadu,iOS,user_0498,user_0299,0
txn_018995,49.419221556456776,21,Gujarat,Android,user_0223,user_0001,0
txn_016613,39.026529234250376,11,UP,iOS,user_0209,user_0196,0
txn_030849,413.95134749660275,17,Gujarat,iOS,user_0456,user_0019,0
txn_026217,327.585929059279,17,Rajasthan,Android,user_0422,user_0280,0
txn_037694,1341.2421541847864,19,Maharashtra,iOS,user_0136,user_0421,0
txn_019985,1807.327282362342,17,West Bengal,iOS,user_0068,user_0095,0
txn_031554,390.08334693178404,11,Punjab,Android,user_0314,user_0089,0
txn_027629,258.8060828532973,14,Rajasthan,Android,user_0122,user_0349,0
txn_029910,265.6563336530823,19,West Bengal,Android,user_0451,user_0307,0
txn_046554,246.7849089238369,9,UP,iOS,user_0015,user_0456,0
txn_049176,15913.804555608456,4,UP,Android,user_0023,user_0450,1
txn_001632,874.6890183008708,18,Bihar,iOS,user_0254,user_0392,0
txn_001176,1210.7401841035723,11,Punjab,Android,user_0357,user_0359,0
txn_030736,1046.8889088511296,16,Delhi,iOS,user_0214,user_0013,0
txn_039254,495.2159846218654,8,Delhi,iOS,user_0211,user_0144,0
txn_000017,595.1422646886836,21,Maharashtra,iOS,user_0019,user_0239,0
txn_042977,123.69260778502576,18,Delhi,iOS,user_0018,user_0033,0
txn_008821,3947.3815451952873,14,Delhi,Android,user_0351,user_0166,0
txn_048052,1347.5756274972998,4,UP,Web,user_0025,user_0478,1
txn_016311,1967.6603011565398,12,Gujarat,Android,user_0267,user_0040,0
txn_011884,1013.3540145663201,14,Delhi,Android,user_0339,user_0312,0
txn_011343,1642.1888786176712,8,Rajasthan,Android,user_0323,user_0451,0
txn_022339,1685.9101820825558,17,West Bengal,Android,user_0069,user_0251,0
txn_013576,302.30599282246146,9,Gujarat,Android,user_0027,user_0049,0
txn_023628,483.58354700424167,14,Punjab,Android,user_0093,user_0430,0
txn_008277,439.16237673224686,8,Karnataka,iOS,user_0185,user_0186,0
txn_025872,3032.849144279976,18,Bihar,Android,user_0216,user_0178,0
txn_008641,442.71154933498104,12,Rajasthan,Android,user_0360,user_0273,0
txn_036429,1033.2962023890166,11,West Bengal,iOS,user_0085,user_0099,0
txn_012506,875.8670512140102,18,Delhi,iOS,user_0214,user_0364,0
txn_021678,1195.3347410296092,14,Maharashtra,Android,user_0180,user_0217,0
txn_007301,450.13936737245206,11,Karnataka,Android,user_0305,user_0476,0
txn_038597,424.0255144241537,14,Punjab,Android,user_0484,user_0181,0
txn_002602,1104.7119423344643,16,Maharashtra,iOS,user_0463,user_0444,0
txn_014250,81.85143107992864,9,UP,Android,user_0365,user_0240,0
txn_043802,692.1098251211564,15,Delhi,Android,user_0310,user_0268,0
txn_023239,1260.8626119672494,17,Tamil Nadu,iOS,user_0254,user_0273,0
txn_001054,4945.755528677861,20,UP,Android,user_0326,user_0388,0
txn_048018,7723.17207582444,23,Bihar,Android,user_0033,user_0463,1
txn_040967,637.8316298153667,9,Rajasthan,iOS,user_0373,user_0088,0
txn_048059,3933.9701072105213,1,Bihar,Android,user_0026,user_0487,1
txn_003067,2682.2771529663705,19,Bihar,Android,user_0479,user_0342,0
txn_047775,2556.939652397013,1,Bihar,Web,user_0043,user_0473,1
txn_002343,350.5203509891443,18,Punjab,iOS,user_0104,user_0458,0
txn_016764,1301.9495474770765,14,Punjab,iOS,user_0403,user_0175,0
txn_047386,837.4719710698093,3,UP,Web,user_0001,user_0490,1
txn_010063,209.05172441686264,12,UP,iOS,user_0365,user_0433,0
txn_038713,405.8177294351516,12,Bihar,Android,user_0140,user_0347,0
txn_038783,670.4748469585355,17,Punjab,Android,user_0205,user_0246,0
txn_012508,179.96263196881725,12,Punjab,iOS,user_0361,user_0152,0
txn_018495,1760.2169903695358,14,Punjab,Android,user_0443,user_0268,0
txn_031879,16.181160911260665,14,UP,iOS,user_0036,user_0423,0
txn_030010,457.4180355246682,15,Bihar,iOS,user_0365,user_0081,0
txn_017631,549.5371075870434,21,West Bengal,iOS,user_0424,user_0387,0
txn_014733,903.4304907743796,14,Tamil Nadu,iOS,user_0148,user_0328,0
txn_036506,327.0311458848758,17,Gujarat,Android,user_0408,user_0140,0
txn_023272,662.9699852309254,20,Delhi,iOS,user_0051,user_0358,0
txn_032215,1767.44422174889,12,Delhi,iOS,user_0436,user_0250,0
txn_017417,404.32821234236525,17,Karnataka,Android,user_0429,user_0104,0
txn_009469,357.20734450240303,11,Tamil Nadu,iOS,user_0387,user_0251,0
txn_027854,2716.529998823512,8,UP,Android,user_0069,user_0124,0
txn_020798,926.7324750348491,13,Maharashtra,Android,user_0427,user_0355,0
txn_023639,170.2223552768083,10,Tamil Nadu,Android,user_0468,user_0092,0
txn_017294,658.693509257819,18,Punjab,iOS,user_0302,user_0130,0
txn_043387,366.07564368230834,14,Delhi,Android,user_0191,user_0482,0
txn_028361,812.5290054095243,16,Punjab,iOS,user_0323,user_0273,0
txn_006468,2174.880422036739,19,Gujarat,Android,user_0430,user_0378,0
txn_041471,494.6027133691844,18,Delhi,Android,user_0210,user_0049,0
txn_027096,469.94062997631414,11,Rajasthan,iOS,user_0430,user_0316,0
txn_027726,263.12760947050526,11,Gujarat,iOS,user_0142,user_0115,0
txn_002373,449.5984068832049,19,Karnataka,Android,user_0327,user_0235,0
txn_042765,976.3863284808608,15,Gujarat,Android,user_0228,user_0024,0
txn_035314,1243.8495575552204,8,Karnataka,Android,user_0447,user_0213,0
txn_032961,1026.555698357606,14,Maharashtra,iOS,user_0355,user_0340,0
txn_044640,509.44475004005636,16,UP,iOS,user_0367,user_0308,0
txn_011393,757.5635108941208,9,Rajasthan,Android,user_0351,user_0271,0
txn_016293,1490.4617490455244,14,Gujarat,Android,user_0264,user_0472,0
txn_027941,735.280524862921,21,Gujarat,Android,user_0046,user_0268,0
txn_041920,178.60345684160674,15,Rajasthan,Android,user_0070,user_0344,0
txn_032734,1079.5312786522227,13,Maharashtra,iOS,user_0180,user_0495,0
txn_001065,1070.2542207789324,15,UP,iOS,user_0237,user_0271,0
txn_030179,496.7878425660675,20,Gujarat,Android,user_0061,user_0045,0
txn_025542,851.0829176080188,8,Tamil Nadu,Android,user_0105,user_0418,0
txn_040656,116.11912738039076,14,Gujarat,Android,user_0156,user_0259,0
txn_048012,15014.756268866751,23,Bihar,Web,user_0037,user_0472,1
txn_025560,1211.4116757535585,16,Karnataka,Android,user_0311,user_0011,0
txn_029310,567.221625884802,8,West Bengal,Android,user_0310,user_0230,0
txn_000376,1490.8208320778217,16,Delhi,Android,user_0335,user_0468,0
txn_036694,252.3426394792154,20,Bihar,Android,user_0474,user_0162,0
txn_040094,49.93581283927147,20,Gujarat,Android,user_0245,user_0340,0
txn_031771,151.50115925951275,11,UP,Android,user_0161,user_0073,0
txn_046712,3255.038588941546,10,West Bengal,iOS,user_0408,user_0283,0
txn_044347,57.639408894167,11,Delhi,iOS,user_0118,user_0368,0
txn_009051,633.7159719035819,8,Punjab,iOS,user_0024,user_0292,0
txn_017664,840.2649482922833,15,UP,Android,user_0179,user_0266,0
txn_020235,11.528663033369487,19,Bihar,Android,user_0295,user_0054,0
txn_034389,1570.7073210024673,20,Punjab,Android,user_0312,user_0010,0
txn_016418,1043.2266869089765,11,Punjab,Android,user_0176,user_0449,0
txn_014083,193.4120890377632,19,Rajasthan,iOS,user_0148,user_0386,0
txn_021719,588.1260829018607,14,Karnataka,iOS,user_0361,user_0290,0
txn_038217,273.67222011684987,9,Karnataka,Android,user_0162,user_0465,0
txn_015199,626.3698792929902,17,Bihar,Android,user_0362,user_0291,0
txn_016801,963.0700180184446,20,Karnataka,Android,user_0468,user_0267,0
txn_036453,986.0753153192851,11,Gujarat,iOS,user_0473,user_0255,0
txn_040972,615.6454915489577,9,Delhi,Android,user_0012,user_0301,0
txn_011472,5234.62779148776,11,Tamil Nadu,iOS,user_0475,user_0238,0
txn_049772,1431.256105223377,1,Bihar,Web,user_0022,user_0459,1
txn_038125,416.0381354546004,16,Karnataka,Android,user_0384,user_0061,0
txn_045728,84.3977056423415,19,Delhi,Android,user_0227,user_0103,0
txn_001298,809.4272917633043,20,UP,Android,user_0470,user_0416,0
txn_041591,247.02727371857716,16,West Bengal,Android,user_0403,user_0248,0
txn_034086,1132.288081666532,15,Rajasthan,iOS,user_0064,user_0059,0
txn_033265,365.9309783799382,18,Gujarat,iOS,user_0110,user_0039,0
txn_035593,396.55479613221456,10,Punjab,iOS,user_0297,user_0225,0
txn_023101,234.8408042987375,14,Punjab,iOS,user_0389,user_0137,0
txn_044964,216.85439950853095,14,Gujarat,Android,user_0227,user_0300,0
txn_026774,138.11742722826696,8,Tamil Nadu,Android,user_0034,user_0168,0
txn_043702,200.7266403502294,21,UP,iOS,user_0067,user_0141,0
txn_019592,143.51254476891438,16,Maharashtra,iOS,user_0491,user_0383,0
txn_012522,835.6813034040604,9,Delhi,Android,user_0213,user_0484,0
txn_002126,805.5661675948168,11,West Bengal,Android,user_0168,user_0393,0
txn_039593,805.9526766284209,19,Tamil Nadu,Android,user_0411,user_0043,0
txn_020636,2840.5447110051655,9,Karnataka,iOS,user_0084,user_0470,0
txn_046242,107.48205386248992,15,Karnataka,iOS,user_0329,user_0023,0
txn_020907,846.3488733241281,17,Maharashtra,iOS,user_0444,user_0299,0
txn_044922,99.84032943746875,19,UP,Android,user_0006,user_0385,0
txn_024092,246.6233992457656,14,Rajasthan,iOS,user_0358,user_0010,0
txn_042672,235.66289344832992,8,Rajasthan,Android,user_0465,user_0410,0
txn_007647,178.66906716583836,8,UP,iOS,user_0163,user_0096,0
txn_028352,608.6597134055827,12,Rajasthan,Android,user_0235,user_0065,0
txn_035961,126.39914500223277,12,Punjab,iOS,user_0481,user_0190,0
txn_023936,681.3343403434473,15,Punjab,Android,user_0355,user_0272,0
txn_030189,764.1275524421882,14,West Bengal,iOS,user_0153,user_0117,0
txn_013957,411.22485389595573,14,Gujarat,iOS,user_0440,user_0442,0
txn_016976,224.0245677688041,20,Rajasthan,Android,user_0131,user_0318,0
txn_034247,153.35331771309504,17,Punjab,iOS,user_0128,user_0498,0
txn_005971,179.42670021896225,13,Gujarat,iOS,user_0353,user_0075,0
txn_010121,229.48010874784606,8,Rajasthan,iOS,user_0016,user_0371,0
txn_005869,710.223342348383,16,Punjab,Android,user_0474,user_0498,0
txn_020919,202.22302789750972,21,Tamil Nadu,iOS,user_0461,user_0467,0
txn_006620,96.13680861382187,19,Rajasthan,iOS,user_0032,user_0224,0
txn_026798,4047.058469521615,21,Rajasthan,Android,user_0274,user_0467,0
txn_044553,1974.8626329477815,17,Maharashtra,Android,user_0404,user_0196,0
txn_014771,1622.7879177331974,17,Maharashtra,iOS,user_0411,user_0446,0
txn_048468,1164.6142821071887,1,Bihar,Web,user_0007,user_0480,1
txn_031650,1696.3576985120078,9,Gujarat,Android,user_0223,user_0367,0
txn_044748,408.0062036323608,19,Gujarat,iOS,user_0487,user_0349,0
txn_049051,4637.341829119706,4,UP,Web,user_0025,user_0458,1
txn_039701,132.33594120396097,10,Bihar,Android,user_0162,user_0471,0
txn_012599,652.5434258808558,21,Delhi,iOS,user_0023,user_0227,0
txn_009577,1086.3879110481828,20,Karnataka,iOS,user_0136,user_0212,0
txn_035997,1037.8319416229062,10,Maharashtra,iOS,user_0168,user_0172,0
txn_013969,587.8569047842682,9,Rajasthan,Android,user_0296,user_0302,0
txn_004602,1919.7411976349706,14,Bihar,Android,user_0092,user_0335,0
txn_001593,87.94980003252432,15,Rajasthan,Android,user_0109,user_0015,0
txn_003955,1622.4485065017739,8,West Bengal,iOS,user_0494,user_0026,0
txn_012929,1290.3263444583774,10,Maharashtra,iOS,user_0350,user_0297,0
txn_043004,755.8522835686946,8,Rajasthan,iOS,user_0427,user_0353,0
txn_044456,714.4239121882816,19,Delhi,iOS,user_0341,user_0069,0
txn_000418,893.058863942805,14,Tamil Nadu,Android,user_0058,user_0253,0
txn_043698,2475.812370867808,20,Gujarat,Android,user_0248,user_0258,0
txn_044586,1661.666890074844,16,Delhi,iOS,user_0305,user_0054,0
txn_016094,1694.2664098811547,20,Punjab,iOS,user_0318,user_0272,0
txn_040479,851.5836636574912,16,Gujarat,iOS,user_0333,user_0454,0
txn_048845,4638.514574048665,3,UP,Web,user_0040,user_0488,1
txn_010545,421.3888772344133,8,Maharashtra,iOS,user_0187,user_0111,0
txn_040529,188.05307908288475,15,West Bengal,Android,user_0226,user_0136,0
txn_001260,250.66623728996592,16,Punjab,iOS,user_0178,user_0056,0
txn_035785,57.634229059874464,14,West Bengal,Android,user_0444,user_0464,0
txn_012949,71.38746597074933,8,Bihar,Android,user_0101,user_0047,0
txn_011514,1077.7695259705245,8,Bihar,Android,user_0349,user_0451,0
txn_002564,412.50074497287017,11,UP,iOS,user_0129,user_0450,0
txn_008868,837.7589738143596,18,Maharashtra,iOS,user_0474,user_0086,0
txn_015501,932.8519427088054,9,Rajasthan,iOS,user_0471,user_0104,0
txn_015101,47.53107597812129,20,West Bengal,Android,user_0343,user_0121,0
txn_026138,1001.055735210378,20,Delhi,iOS,user_0297,user_0003,0
txn_036757,1194.7508894360437,18,Karnataka,Android,user_0088,user_0102,0
txn_007118,943.6135743877012,10,Punjab,Android,user_0085,user_0134,0
txn_047301,4175.5438177754695,22,UP,Web,user_0043,user_0479,1
txn_018923,38.21137128666004,15,Gujarat,Android,user_0089,user_0412,0
txn_001383,238.86870433920495,18,UP,Android,user_0118,user_0054,0
txn_031374,61.91745433375782,11,Gujarat,iOS,user_0167,user_0186,0
txn_025113,790.0929644366228,14,Delhi,Android,user_0227,user_0238,0
txn_025819,636.9995743926598,21,Tamil Nadu,iOS,user_0136,user_0132,0
txn_038194,127.54449835413506,13,Karnataka,iOS,user_0472,user_0027,0
txn_009296,1668.1554798932882,21,Punjab,iOS,user_0336,user_0032,0
txn_032697,681.0370199956109,21,Maharashtra,Android,user_0316,user_0094,0
txn_012461,1149.1638241255869,12,Bihar,Android,user_0010,user_0146,0
txn_012495,3880.009401506274,11,Bihar,Android,user_0016,user_0241,0
txn_022206,396.84009577890913,19,Tamil Nadu,Android,user_0302,user_0418,0
txn_002518,931.0892785069267,12,West Bengal,Android,user_0151,user_0489,0
txn_009015,61.71813330125704,14,West Bengal,Android,user_0335,user_0038,0
txn_047516,2904.197147699845,3,Bihar,Web,user_0022,user_0452,1
txn_044780,1520.7058913657506,21,Bihar,iOS,user_0273,user_0120,0
txn_013954,2641.8633615281165,8,UP,Android,user_0205,user_0395,0
txn_014207,1600.07706164904,11,West Bengal,Android,user_0184,user_0416,0
txn_015744,510.29501590872144,15,West Bengal,Android,user_0145,user_0351,0
txn_047684,10564.875755914247,23,Bihar,Web,user_0035,user_0464,1
txn_031248,94.76766546189036,20,Rajasthan,Android,user_0280,user_0166,0
txn_000833,155.2436025664774,13,Maharashtra,iOS,user_0338,user_0283,0
txn_012571,1334.5333524764583,9,Bihar,iOS,user_0320,user_0469,0
txn_042496,463.3483876621794,14,UP,iOS,user_0493,user_0412,0
txn_009258,1192.8206008664342,9,Gujarat,iOS,user_0164,user_0357,0
txn_039625,237.52105376207123,8,West Bengal,Android,user_0106,user_0339,0
txn_008618,12.089692281157918,9,Karnataka,Android,user_0423,user_0131,0
txn_031310,1455.7174139645795,15,Punjab,Android,user_0207,user_0180,0
txn_007183,1180.0123870364916,11,Karnataka,Android,user_0491,user_0412,0
txn_045599,1192.5642104415851,21,Delhi,Android,user_0114,user_0176,0
txn_033818,351.12278000708125,20,Rajasthan,iOS,user_0170,user_0367,0
txn_040933,566.8123686317368,20,UP,Android,user_0229,user_0220,0
txn_020743,2514.0141528976023,18,UP,Android,user_0427,user_0221,0
txn_021351,915.1703077738259,15,UP,iOS,user_0203,user_0054,0
txn_001991,138.44354460831957,17,Punjab,iOS,user_0332,user_0159,0
txn_014792,794.4670032655501,11,UP,iOS,user_0019,user_0307,0
txn_031181,723.0088863030055,21,Bihar,Android,user_0477,user_0119,0
txn_043377,112.48039539302488,8,West Bengal,Android,user_0255,user_0156,0
txn_009781,399.09873125121425,13,Delhi,Android,user_0435,user_0297,0
txn_026775,693.3700606541394,8,Maharashtra,Android,user_0020,user_0447,0
txn_000942,843.1109071888216,18,Gujarat,iOS,user_0022,user_0182,0
txn_004212,628.815270530324,21,Punjab,iOS,user_0286,user_0199,0
txn_020882,1147.1347928692394,10,West Bengal,iOS,user_0261,user_0103,0
txn_025295,238.12343224747443,16,Bihar,iOS,user_0460,user_0119,0
txn_010071,1317.591125811313,14,Gujarat,iOS,user_0102,user_0297,0
txn_036734,1305.892714472262,13,Gujarat,iOS,user_0237,user_0174,0
txn_013274,996.3581817312569,9,Bihar,Android,user_0468,user_0362,0
txn_016432,1311.6264753781484,8,Delhi,iOS,user_0463,user_0259,0
txn_035933,642.7882828980623,9,Maharashtra,iOS,user_0192,user_0295,0
txn_008824,1686.4753025007535,10,Karnataka,iOS,user_0153,user_0468,0
txn_005133,12.92639729835341,14,West Bengal,Android,user_0251,user_0113,0
txn_014124,896.0746409738088,19,Bihar,Android,user_0071,user_0065,0
txn_008139,271.6065159998759,12,Tamil Nadu,Android,user_0421,user_0468,0
txn_038175,709.9625633571945,15,Rajasthan,iOS,user_0305,user_0274,0
txn_023294,2027.49712014218,20,Gujarat,Android,user_0196,user_0074,0
txn_049986,15350.847337882005,0,Bihar,Web,user_0036,user_0450,1
txn_048100,7801.231968060551,0,UP,Android,user_0001,user_0462,1
txn_018536,139.8247881784935,16,Rajasthan,Android,user_0262,user_0097,0
txn_024197,606.2517136323694,18,Maharashtra,Android,user_0359,user_0480,0
txn_033151,119.35941509896062,20,Karnataka,Android,user_0168,user_0477,0
txn_032133,358.55190299237705,15,Delhi,iOS,user_0237,user_0408,0
txn_008421,234.04042933619635,19,UP,Android,user_0282,user_0241,0
txn_035658,2.5724431670016643,17,Gujarat,iOS,user_0030,user_0407,0
txn_020509,231.21963589114247,17,UP,Android,user_0305,user_0083,0
txn_003842,516.394612117759,19,UP,Android,user_0181,user_0050,0
txn_010286,446.7105541852585,15,Maharashtra,iOS,user_0238,user_0393,0
txn_004372,42.00381654961875,10,Punjab,Android,user_0230,user_0449,0
txn_011759,569.4486142675574,18,West Bengal,Android,user_0147,user_0489,0
txn_034300,1506.9825374139045,17,Rajasthan,Android,user_0278,user_0168,0
txn_041284,2117.0166169215304,20,Gujarat,Android,user_0416,user_0464,0
txn_037764,877.086264714913,11,Tamil Nadu,iOS,user_0364,user_0295,0
txn_041296,922.2966160173576,11,UP,Android,user_0414,user_0058,0
txn_037320,1176.2442181488675,11,Tamil Nadu,Android,user_0071,user_0022,0
txn_025170,323.59482104809206,19,Maharashtra,iOS,user_0261,user_0469,0
txn_043287,1312.1377085836489,14,Bihar,Android,user_0215,user_0238,0
txn_011974,137.7062509070332,20,Karnataka,iOS,user_0428,user_0035,0
txn_049172,13944.508927052078,1,Bihar,Web,user_0049,user_0499,1
txn_019904,73.37858983513746,15,Delhi,Android,user_0143,user_0459,0
txn_025356,84.70293012802014,19,Maharashtra,Android,user_0350,user_0133,0
txn_046666,26.301621056036883,11,Bihar,iOS,user_0141,user_0180,0
txn_038271,2923.2707605395,12,Punjab,Android,user_0354,user_0403,0
txn_000626,496.7128873767341,18,West Bengal,iOS,user_0190,user_0273,0
txn_045228,1079.1405513229995,20,Tamil Nadu,Android,user_0396,user_0280,0
txn_031088,456.6273707888674,10,Delhi,iOS,user_0036,user_0178,0
txn_048177,11130.109301456101,22,Bihar,Web,user_0037,user_0486,1
txn_040491,1747.8927772330205,14,Delhi,iOS,user_0117,user_0197,0
txn_044756,52.540970311853386,16,Rajasthan,iOS,user_0399,user_0043,0
txn_037611,410.3709762493142,12,Maharashtra,iOS,user_0068,user_0401,0
txn_035544,424.86844025865844,13,Tamil Nadu,iOS,user_0243,user_0188,0
txn_032514,1001.5158715815087,12,UP,iOS,user_0447,user_0401,0
txn_033215,1997.188778667303,18,Punjab,iOS,user_0177,user_0364,0
txn_002615,85.9723061950348,9,Tamil Nadu,iOS,user_0439,user_0337,0
txn_025441,328.65701964836745,10,Rajasthan,Android,user_0258,user_0037,0
txn_035155,1532.7921066844951,9,Bihar,Android,user_0162,user_0319,0
txn_001575,80.48816901024077,12,Tamil Nadu,iOS,user_0449,user_0073,0
txn_003100,77.759996590888,20,Karnataka,Android,user_0316,user_0060,0
txn_028284,76.81606537271244,15,Delhi,Android,user_0440,user_0464,0
txn_005182,114.81519505748503,21,UP,iOS,user_0290,user_0042,0
txn_001959,1232.1221077944742,13,Gujarat,iOS,user_0439,user_0054,0
txn_016759,563.9609371261577,19,West Bengal,iOS,user_0026,user_0351,0
txn_030521,496.9712973755953,14,Maharashtra,iOS,user_0217,user_0283,0
txn_004908,1082.4922851921663,19,Punjab,Android,user_0306,user_0072,0
txn_039026,824.5201954654226,17,Tamil Nadu,iOS,user_0398,user_0379,0
txn_029700,440.1728750488976,11,West Bengal,iOS,user_0001,user_0238,0
txn_033106,28.719817932515372,18,Maharashtra,Android,user_0266,user_0373,0
txn_046474,695.6020572237862,21,Karnataka,Android,user_0469,user_0438,0
txn_024177,1556.5774104181173,8,Maharashtra,iOS,user_0426,user_0054,0
txn_017289,633.6871381075724,10,Tamil Nadu,Android,user_0315,user_0419,0
txn_036466,224.91041086414452,18,Bihar,Android,user_0297,user_0468,0
txn_023695,541.4205031683924,14,Maharashtra,Android,user_0148,user_0009,0
txn_029172,647.7492421866737,20,Karnataka,iOS,user_0464,user_0254,0
txn_036856,745.2875277955909,11,UP,Android,user_0443,user_0290,0
txn_030217,84.70325722718243,17,Punjab,iOS,user_0361,user_0486,0
txn_017775,1010.7738485865285,13,West Bengal,Android,user_0154,user_0315,0
txn_032796,699.3770970786177,20,Bihar,iOS,user_0076,user_0207,0
txn_044768,143.6737355937504,11,Rajasthan,iOS,user_0433,user_0236,0
txn_021298,454.944995925287,14,Tamil Nadu,iOS,user_0169,user_0007,0
txn_039840,523.196495080031,17,Rajasthan,Android,user_0004,user_0222,0
txn_035686,501.9996820251728,20,Rajasthan,Android,user_0287,user_0153,0
txn_031032,412.18971898097686,20,Karnataka,Android,user_0417,user_0082,0
txn_013148,1006.6024527056138,12,Karnataka,Android,user_0406,user_0302,0
txn_000952,154.25762291084172,8,UP,iOS,user_0092,user_0431,0
txn_019761,2954.7762060592804,13,Bihar,iOS,user_0110,user_0404,0
txn_024169,749.9766703926381,16,UP,Android,user_0324,user_0026,0
txn_027210,58.722353948121395,17,Delhi,iOS,user_0348,user_0212,0
txn_013590,214.33366086673465,10,Tamil Nadu,Android,user_0323,user_0152,0
txn_039999,534.6445584221979,17,Delhi,Android,user_0361,user_0464,0
txn_019620,1194.799091694737,15,UP,iOS,user_0214,user_0194,0
txn_029293,3908.788210852874,10,Gujarat,Android,user_0227,user_0008,0
txn_040950,902.2931244416337,16,Rajasthan,iOS,user_0465,user_0012,0
txn_013474,509.79272315114645,17,Gujarat,iOS,user_0475,user_0087,0
txn_022411,67.74473676992991,13,Bihar,Android,user_0312,user_0333,0
txn_015946,216.94639181944595,9,Karnataka,iOS,user_0014,user_0382,0
txn_043983,54.94220339765611,18,Tamil Nadu,iOS,user_0078,user_0025,0
txn_014725,1531.1993729901076,17,Delhi,iOS,user_0141,user_0079,0
txn_025204,597.3119977260213,8,West Bengal,Android,user_0409,user_0241,0
txn_018783,1088.0686614823755,16,Tamil Nadu,Android,user_0001,user_0277,0
txn_031649,885.5056114289412,8,West Bengal,Android,user_0423,user_0144,0
txn_005476,319.64122541720957,16,Maharashtra,iOS,user_0002,user_0363,0
txn_019022,704.4880005461929,21,Punjab,Android,user_0293,user_0071,0
txn_007618,2838.457212696005,15,Gujarat,iOS,user_0131,user_0079,0
txn_020052,679.7906942891142,21,Rajasthan,iOS,user_0148,user_0491,0
txn_042603,290.72675172555506,13,UP,iOS,user_0397,user_0409,0
txn_043916,1326.6446089773551,8,Gujarat,iOS,user_0344,user_0487,0
txn_044653,178.19729867238877,18,UP,Android,user_0190,user_0012,0
txn_043623,370.96124349755394,12,West Bengal,Android,user_0166,user_0047,0
txn_000034,2696.504273968938,14,UP,iOS,user_0299,user_0106,0
txn_034987,693.4430086113256,12,Gujarat,Android,user_0037,user_0052,0
txn_025341,1322.4263142204286,8,Delhi,Android,user_0307,user_0037,0
txn_043174,1789.2757013235507,10,Rajasthan,Android,user_0133,user_0265,0
txn_046053,181.07901396306008,18,Rajasthan,Android,user_0484,user_0424,0
txn_017037,121.61217193871164,11,Delhi,Android,user_0134,user_0077,0
txn_029942,1503.4200374171714,12,Gujarat,iOS,user_0218,user_0457,0
txn_034156,722.1700054056143,12,Delhi,iOS,user_0320,user_0106,0
txn_026061,846.9455794646835,20,Punjab,iOS,user_0400,user_0327,0
txn_040233,2586.323491067312,20,Bihar,Android,user_0218,user_0004,0
txn_047113,4468.148085922651,2,Bihar,Web,user_0020,user_0472,1
txn_006235,1481.946085428789,18,Delhi,Android,user_0423,user_0136,0
txn_034006,1346.5063431097685,21,West Bengal,iOS,user_0397,user_0145,0
txn_004169,81.31158830673044,15,West Bengal,iOS,user_0293,user_0283,0
